Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Available/Capacity,Credits,Academic Level,Monday,Tuesday,Wednesday,Thursday,Friday,Lecture,Lab,Seminar,DE,Morning,Afternoon,# of Meetings
Fall 2022,Open,HHNS*6320*0120 (8076) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Simpson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0121 (8077) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Spriet",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0122 (8078) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Srbely",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0123 (8079) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Vallis",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0124 (8080) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0125 (8081) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Wright",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0126 (8082) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Zettel",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6320*0127 (8083) Advances in HHNS Research,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6400*01 (8084) Functional Food/Nutraceuticals,Guelph,"['LEC Tues\n02:30PM - 05:20PM\nGFTC, Room 241']",A. Duncan,19 / 40,0.50,Graduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,HHNS*6500*01 (8085) Cardiovascular Physiology,Guelph,"['LEC Wed\n08:30AM - 11:20AM\nANNU, Room 306']",C. Murrant,17 / 28,0.50,Graduate,,,Yes,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,"HHNS*6700*01 (8086) Nutr'n, Exercise & Metabolism",Guelph,"['LEC Mon\n02:30PM - 05:20PM\nSSC, Room 1304']",L. Robinson,20 / 40,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,HHNS*6800*01 (8088) Integrative Biomech/Neurophys,Guelph,"['LEC Wed\n01:00PM - 03:50PM\nSSC, Room 1304']",A. Clark,14 / 25,0.50,Graduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Open,HHNS*6810*0101 (8089) Biomechanics & Neurophys I,Guelph,"['LEC Fri\n09:00AM - 11:50AM\nSSC, Room 1304', 'LAB Mon\n09:00AM - 11:50AM\nJTP, Room 2237']","L. Bent, S. Brown",10 / 20,0.50,Graduate,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,2
Fall 2022,Open,HHNS*6910*0101 (8090) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, M. Bakovic",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0102 (8091) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Bent",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0103 (8092) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, W. Bettger",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0104 (8093) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, S. Brown",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0105 (8094) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Burr",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0106 (8095) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, A. Clark",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0107 (8096) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, A. Duncan",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0108 (8097) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Dyck",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0109 (8098) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Holloway",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0110 (8099) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Jadeski",3 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0111 (8100) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Ma",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0112 (8101) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, P. Millar",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0113 (8102) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Monk",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0114 (8103) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, C. Murrant",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0115 (8104) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Mutch",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0116 (8105) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Newton",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0117 (8106) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Power",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0118 (8107) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, K. Ritchie",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0119 (8108) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Robinson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0120 (8109) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Simpson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0121 (8110) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Spriet",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0122 (8111) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Srbely",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0123 (8112) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Vallis",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0124 (8113) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0125 (8114) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Wright",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0126 (8115) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Zettel",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6910*0127 (8116) Basic Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0101 (8117) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, M. Bakovic",3 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0102 (8118) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Bent",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0103 (8119) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, W. Bettger",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0104 (8120) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, S. Brown",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0105 (8121) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Burr",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0106 (8122) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, A. Clark",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0107 (8123) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, A. Duncan",3 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0108 (8124) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Dyck",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0109 (8125) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Holloway",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0110 (8126) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Jadeski",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0111 (8127) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Ma",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0112 (8128) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, P. Millar",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0113 (8129) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Monk",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0114 (8130) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, C. Murrant",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0115 (8131) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Mutch",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0116 (8132) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Newton",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0117 (8133) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Power",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0118 (8134) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, K. Ritchie",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0119 (8135) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Robinson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0120 (8136) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Simpson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0121 (8137) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Spriet",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0122 (8138) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Srbely",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0123 (8139) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Vallis",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0124 (8140) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0125 (8141) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Wright",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0126 (8142) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Zettel",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6920*0127 (8143) Applied Research Techniques,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0101 (8144) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, M. Bakovic",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0102 (8145) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Bent",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0103 (8146) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, W. Bettger",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0104 (8147) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, S. Brown",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0105 (8148) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Burr",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0106 (8149) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, A. Clark",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0107 (8150) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, A. Duncan",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0108 (8151) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Dyck",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0109 (8152) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Holloway",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0110 (8153) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Jadeski",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0111 (8154) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Ma",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0112 (8155) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, P. Millar",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0113 (8156) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Monk",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0114 (8157) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, C. Murrant",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0115 (8158) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Mutch",4 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0116 (8159) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Newton",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0117 (8160) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, G. Power",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0118 (8161) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, K. Ritchie",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0119 (8162) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Robinson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0120 (8163) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Simpson",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0121 (8164) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Spriet",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0122 (8165) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Srbely",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0123 (8166) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, L. Vallis",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0124 (8167) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0125 (8168) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, D. Wright",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0126 (8169) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']","A. Wright, J. Zettel",5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HHNS*6930*0127 (8170) Research Project,Guelph,"['LEC Days TBA\nTimes TBA\nRoom TBA', 'LAB Days TBA\nTimes TBA\nRoom TBA']",A. Wright,5 / 5,0.50,Graduate,,,,,,Yes,Yes,,,,,0
Fall 2022,Open,HIST*1010*01 (8171) Early Modern Europe,Guelph,"['LEC Mon, Wed, Fri\n10:30AM - 11:20AM\nTHRN, Room 1200', 'EXAM Mon\n02:30PM - 04:30PM (2022/12/12)\nRoom TBA']",P. Goddard,9 / 245,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,HIST*1050*01 (8172) Invitation to History,Guelph,"['LEC Wed, Fri\n11:30AM - 12:50PM\nROZH, Room 109']",K. Martin,0 / 30,0.50,Undergraduate,,,Yes,,Yes,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*1050*02 (8173) Invitation to History,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 309', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/07)\nRoom TBA']",TBA  TBA,0 / 30,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*1050*03 (8174) Invitation to History,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nROZH, Room 109']",J. Fraser,0 / 30,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*1150*01 (8175) The Modern World,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 103']",J. Palsetia,0 / 200,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
