Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Available/Capacity,Credits,Academic Level,Monday,Tuesday,Wednesday,Thursday,Friday,Lecture,Lab,Seminar,DE,Morning,Afternoon,# of Meetings
Fall 2022,Open,HIST*1150*02 (0441) The Modern World,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nJTP, Room 2266', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",E. Altinkas,3 / 104,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*1150*AU02 (0509) The Modern World,Guelph,[],TBA  TBA,0 / 0,0.00,Undergraduate,,,,,,,,,,,,0
Fall 2022,Closed,HIST*1250*01 (8176) Sci & Tech in a Global Context,Guelph,"['LEC Tues, Thur\n05:30PM - 06:50PM\nROZH, Room 101']",M. Gagnon,0 / 374,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*1250*AU01 (0510) Sci & Tech in a Global Context,Guelph,[],TBA  TBA,0 / 0,0.00,Undergraduate,,,,,,,,,,,,0
Fall 2022,Closed,"HIST*2000*01 (8177) The British Isles, 1066 - 1603",Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMCKN, Room 228']",J. Fraser,0 / 50,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*2100*0101 (8178) Histories of Canada to 1867,Guelph,"['LEC Mon, Wed\n09:30AM - 10:20AM\nROZH, Room 102', 'SEM Mon\n08:30AM - 09:20AM\nROZH, Room 109', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",C. Wilson,0 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,HIST*2100*0102 (8179) Histories of Canada to 1867,Guelph,"['LEC Mon, Wed\n09:30AM - 10:20AM\nROZH, Room 102', 'SEM Mon\n10:30AM - 11:20AM\nMCKN, Room 304', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",C. Wilson,1 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,HIST*2100*0103 (8180) Histories of Canada to 1867,Guelph,"['LEC Mon, Wed\n09:30AM - 10:20AM\nROZH, Room 102', 'SEM Wed\n08:30AM - 09:20AM\nMACN, Room 201', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",C. Wilson,1 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HIST*2100*0104 (8181) Histories of Canada to 1867,Guelph,"['LEC Mon, Wed\n09:30AM - 10:20AM\nROZH, Room 102', 'SEM Wed\n10:30AM - 11:20AM\nMCKN, Room 304', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",C. Wilson,0 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,HIST*2100*0105 (8182) Histories of Canada to 1867,Guelph,"['LEC Mon, Wed\n09:30AM - 10:20AM\nROZH, Room 102', 'SEM Mon\n11:30AM - 12:20PM\nROZH, Room 109', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",C. Wilson,3 / 18,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HIST*2100*0106 (8183) Histories of Canada to 1867,Guelph,"['LEC Mon, Wed\n09:30AM - 10:20AM\nROZH, Room 102', 'SEM Wed\n12:30PM - 01:20PM\nMINS, Room 101', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",C. Wilson,0 / 18,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HIST*2200*01 (8184) The Middle Ages,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nTHRN, Room 1307']",C. Spence,0 / 85,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,HIST*2250*01 (8185) Environment and History,Guelph,"['LEC Tues\n07:00PM - 09:50PM\nMCKN, Room 225', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/15)\nRoom TBA']",A. Moore,1 / 50,0.50,Undergraduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Closed,HIST*2260*DE01 (8186) Religion and Society,Guelph,['Distance Education Days TBA\nTimes TBA\nRoom TBA'],E. Smith,0 / 110,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Closed,HIST*2280*DE01 (8187) Hockey in Canadian History,Guelph,"['Distance Education Days TBA\nTimes TBA\nRoom TBA', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/15)\nRoom TBA']",J. Wilson,0 / 200,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Open,HIST*2450*0101 (8188) The Practising Historian,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nMCKN, Room 117', 'SEM Mon\n12:30PM - 01:20PM\nANNU, Room 002', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",K. James,2 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,,Yes,3
Fall 2022,Open,HIST*2450*0102 (8189) The Practising Historian,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nMCKN, Room 117', 'SEM Mon\n02:30PM - 03:20PM\nANNU, Room 002', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",K. James,3 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,,Yes,3
Fall 2022,Open,HIST*2450*0103 (8190) The Practising Historian,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nMCKN, Room 117', 'SEM Wed\n12:30PM - 01:20PM\nANNU, Room 002', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",K. James,10 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,,Yes,3
Fall 2022,Open,HIST*2450*0104 (8191) The Practising Historian,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nMCKN, Room 117', 'SEM Wed\n02:30PM - 03:20PM\nANNU, Room 002', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",K. James,8 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,,Yes,3
Fall 2022,Open,HIST*2450*0105 (8192) The Practising Historian,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nMCKN, Room 117', 'SEM Mon\n03:30PM - 04:20PM\nANNU, Room 002', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",K. James,8 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,,Yes,3
Fall 2022,Open,HIST*2450*0106 (8193) The Practising Historian,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nMCKN, Room 117', 'SEM Wed\n11:30AM - 12:20PM\nCRSC, Room 101', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",K. James,1 / 20,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HIST*2500*01 (8194) Britain Since 1603,Guelph,"['LEC Mon, Wed\n02:30PM - 03:50PM\nMCKN, Room 230', 'EXAM Sat\n08:30AM - 10:30AM (2022/12/10)\nRoom TBA']",D. Lawrence,0 / 50,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*2850*01 (8195) Ancient Greece and Rome,Guelph,"['LEC Mon, Wed\n04:30PM - 05:20PM\nJTP, Room 2266', 'EXAM Tues\n08:30AM - 10:30AM (2022/12/13)\nRoom TBA']",J. Walsh,0 / 100,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*2890*01 (8196) Early Islamic World,Guelph,"['LEC Mon, Wed\n11:30AM - 12:50PM\nALEX, Room 259']",R. Worringer,0 / 49,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*2890*AU01 (0511) Early Islamic World,Guelph,[],TBA  TBA,0 / 0,0.00,Undergraduate,,,,,,,,,,,,0
Fall 2022,Closed,HIST*3020*01 (8197) Sexuality & Gender in History,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMACS, Room 129', 'EXAM Fri\n11:30AM - 01:30PM (2022/12/16)\nRoom TBA']",C. Carstairs,0 / 40,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*3130*01 (8198) Popular Culture and Punishment,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCLN, Room 102']",L. Mahood,0 / 150,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*3150*01 (8199) History and Culture of Mexico,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nAD-S, Room VIRTUAL', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/07)\nRoom TBA']",I. Gutierrez,0 / 40,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,HIST*3180*01 (8200) Canada Since 1945,Guelph,"['LEC Mon, Wed\n01:00PM - 02:20PM\nROZH, Room 106']",M. Gagnon,0 / 40,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*3200*01 (8201) Youth in History,Guelph,"['LEC Wed\n05:30PM - 08:20PM\nROZH, Room 106']",L. Mahood,0 / 40,0.50,Undergraduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Closed,HIST*3240*01 (8202) Food History,Guelph,"['LEC Mon, Wed\n11:30AM - 12:50PM\nROZH, Room 106']",R. Beausaert,0 / 40,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*3270*01 (8203) Revolution in the Modern World,Guelph,"['LEC Mon\n07:00PM - 09:50PM\nMCKN, Room 233']",O. Drachewych,0 / 40,0.50,Undergraduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Closed,HIST*3370*DE01 (8204) Canada and the First World War,Guelph,['Distance Education Days TBA\nTimes TBA\nRoom TBA'],R. Beausaert,0 / 200,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Closed,HIST*3380*01 (8205) British Imper in Asia & Africa,Guelph,"['LEC Tues, Thur\n04:00PM - 05:20PM\nMCKN, Room 238']",J. Palsetia,0 / 40,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,HIST*3470*01 (9570) Ind Reading/Workplace Learning,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],"K. Harvey, M. McAfee",0 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*3470*02 (0416) Ind Reading/Workplace Learning,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],S. McCabe,0 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*3480*01 (8206) Workplace Learning,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],C. Wilson,3 / 4,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*3480*02 (8207) Workplace Learning,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],P. Goddard,6 / 6,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*3560*01 (8208) Experiential Learning,Guelph,"['LEC Mon, Wed\n02:30PM - 03:50PM\nMLIB, Room 246B']","K. Harvey, M. McAfee",1 / 13,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Open,HIST*3560*02 (8209) Experiential Learning,Guelph,"['LEC Wed\n04:00PM - 06:50PM\nMLIB, Room 246B']",K. James,1 / 15,0.50,Undergraduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Open,HIST*3560*03 (8210) Experiential Learning,Guelph,"['LEC Tues\n02:30PM - 05:20PM\nMCKN, Room 261']",S. McCabe,5 / 15,0.50,Undergraduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,HIST*4010*01 (8211) Gender and Culture,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMCKN, Room 059']",C. Carstairs,4 / 15,1.00,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,HIST*4030*01 (8212) Historical Biography,Guelph,"['LEC Mon, Wed\n02:30PM - 03:50PM\nMCKN, Room 521']",L. Mahood,1 / 15,1.00,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Open,HIST*4070*01 (0457) Experiential Learning-Research,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],K. Martin,1 / 2,1.00,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*4080*01 (8213) Indigenous Resistance,Guelph,"['LEC Mon, Wed\n11:30AM - 12:50PM\nMCKN, Room 342']",TBA  TBA,0 / 15,1.00,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*4180*01 (8214) American Identities,Guelph,"['LEC Mon, Wed\n10:00AM - 11:20AM\nMCKN, Room 314']",D. Mccorkindale,0 / 15,1.00,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,HIST*4470*01 (9561) Special Hist Proj Seminar I,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],W. Cormack,0 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,"HIST*4820*01 (8215) Reps, Conflict & Politics",Guelph,"['LEC Tues\n02:30PM - 05:20PM\nMCKN, Room 342']",R. Worringer,9 / 15,1.00,Undergraduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,HIST*6000*01 (8216) Historiography,Guelph,"['LEC Mon\n02:30PM - 05:20PM\nMCKN, Room 2020']",P. Goddard,1 / 10,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,HIST*6040*01 (0424) Special Reading Course,Guelph,[],TBA  TBA,4 / 5,0.50,Graduate,,,,,,,,,,,,0
Fall 2022,Open,HIST*6150*01 (0425) Archival Research,Guelph,[],K. James,2 / 5,0.50,Graduate,,,,,,,,,,,,0
Fall 2022,Open,HIST*6190*01 (8217) Topics in Scottish History I,Guelph,"['LEC Wed\n11:30AM - 02:20PM\nMCKN, Room 261']",C. Spence,4 / 15,0.50,Graduate,,,Yes,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,HIST*6370*01 (0470) Topics in Cultural History,Guelph,"['LEC Tues\n08:30AM - 11:20AM\nAD-S, Room VIRTUAL']",N. Smith,8 / 15,0.50,Graduate,,Yes,,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,HIST*6400*01 (8218) Major Paper,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,4 / 6,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*6590*01 (8219) Public History & Heritage,Guelph,"['LEC Tues\n08:30AM - 11:20AM\nAD-S, Room VIRTUAL']",A. Gordon,0 / 0,0.50,Graduate,,Yes,,,,Yes,,,,Yes,Yes,1
Fall 2022,Closed,HIST*7000*01 (8220) Professional Dvlpmt Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,0.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*7010*01 (8221) Qualifying Examination,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7030*01 (8222) Language Requirement,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,2 / 2,0.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*7040*01 (8223) Major Field,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7070*01 (8224) Thesis Proposal,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,2 / 2,0.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7080*01 (8225) Colloquium,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,2 / 2,0.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7100*01 (8226) Canadian History Major Seminar,Guelph,"['LEC Wed\n02:30PM - 05:20PM\nMCKN, Room 342']",C. Carstairs,9 / 10,1.00,Graduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Closed,HIST*7120*01 (8227) Scottish History Major Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7140*01 (8228) Early Mod European Major Sem,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7150*01 (8229) Modern European Major Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,"HIST*7170*01 (8230) Race, Slavery & Imper Maj Sem",Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7190*01 (8231) War & Society Major Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7250*01 (8232) Cold War History Major Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7260*01 (8233) Medieval History Major Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*7270*01 (8234) World History Major Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7280*01 (8235) Indigenous History Major Sem,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7590*01 (8236) War & Society Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7600*01 (8237) Canadian History Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7610*01 (8238) British History Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7620*01 (8239) Scottish History Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7630*01 (8240) Community Studies Minor Sem,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*7640*01 (8241) Early Mod European Minor Sem,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7650*01 (8242) Modern European Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,"HIST*7660*01 (8243) Gender, Women & Family Min Sem",Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,"HIST*7670*01 (8244) Race, Slavery & Imper Min Sem",Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7680*01 (8245) United States Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7690*01 (8246) International Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,"HIST*7700*01 (8247) Sci, Medicine & Tech Minor Sem",Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7710*01 (8248) Other Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7750*01 (8249) Cold War Era Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*7760*01 (8250) Medieval History Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HIST*7770*01 (8251) World History Minor Seminar,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7780*01 (8252) Indigenous History Minor Sem,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,HIST*7990*01 (8253) Doctoral Thesis,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,2 / 2,0.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,HK*2270*0101 (8254) Human Biomechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 103', 'SEM Wed\n09:30AM - 10:20AM\nSSC, Room 3306', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",L. Vallis,0 / 32,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HK*2270*0102 (8255) Human Biomechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 103', 'SEM Wed\n12:30PM - 01:20PM\nSSC, Room 3306', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",L. Vallis,0 / 32,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HK*2270*0103 (8256) Human Biomechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 103', 'SEM Wed\n02:30PM - 03:20PM\nSSC, Room 3306', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",L. Vallis,0 / 32,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,HK*2270*0104 (8257) Human Biomechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 103', 'SEM Wed\n03:30PM - 04:20PM\nSSC, Room 3306', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",L. Vallis,4 / 32,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,HK*2270*0105 (8258) Human Biomechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 103', 'SEM Thur\n01:30PM - 02:20PM\nSSC, Room 3306', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",L. Vallis,1 / 32,0.50,Undergraduate,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,HK*2270*0106 (8259) Human Biomechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 103', 'SEM Thur\n02:30PM - 03:20PM\nSSC, Room 3306', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",L. Vallis,3 / 32,0.50,Undergraduate,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,HK*3401*0101 (8260) Human Anatomy: Dissection,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nROZH, Room 101', 'LAB Tues\n10:00AM - 11:50AM\nBMED, Room 1610', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",L. Jadeski,0 / 57,0.75,Undergraduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,HK*3401*0102 (8261) Human Anatomy: Dissection,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nROZH, Room 101', 'LAB Tues\n12:30PM - 02:20PM\nBMED, Room 1610', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",L. Jadeski,0 / 57,0.75,Undergraduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,HK*3401*0103 (8262) Human Anatomy: Dissection,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nROZH, Room 101', 'LAB Tues\n03:00PM - 04:50PM\nBMED, Room 1610', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",L. Jadeski,0 / 57,0.75,Undergraduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,HK*3401*0104 (8263) Human Anatomy: Dissection,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nROZH, Room 101', 'LAB Thur\n10:00AM - 11:50AM\nBMED, Room 1610', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",L. Jadeski,0 / 57,0.75,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,HK*3401*0105 (8264) Human Anatomy: Dissection,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nROZH, Room 101', 'LAB Thur\n12:30PM - 02:20PM\nBMED, Room 1610', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",L. Jadeski,0 / 57,0.75,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,HK*3401*0106 (8265) Human Anatomy: Dissection,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nROZH, Room 101', 'LAB Thur\n03:00PM - 04:50PM\nBMED, Room 1610', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/07)\nRoom TBA']",L. Jadeski,0 / 57,0.75,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
